"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"MMP15","Matrix metalloproteinase-15",-0.65,"Up in X1H",3.025,-5.37520077679169,0.00029171130017848,16.46,4,0.000944231817919074,0.00024922150759518,0.000874121908974912
"MLYCD","Malonyl-CoA decarboxylase, mitochondrial",0.49,"Up in X3H",3.024,5.37298469946705,0.000292644680676928,17.41,13,0.000946735142463303,0.000617886871588938,0.00186342335330874
"DNAJB2","DnaJ homolog subfamily B member 6;DnaJ homolog subfamily B member 2",0.72,"Up in X3H",3.022,5.37034560313053,0.000293760395160643,16.85,3,0.000949825277686079,0.000180292471070289,0.000668834201456363
"ATAD3A","ATPase family AAA domain-containing protein 3B;ATPase family AAA domain-containing protein 3A",-0.2,"Non-significant",3.021,-5.36708290088714,0.000295146033515307,20.39,11,0.000953263690125583,0.000846022270641303,0.00243241680047842
"TDRP","Testis development-related protein",1.57,"Up in X3H",3.021,5.36732606765386,0.000295042522495698,14.81,1,0.000953263690125583,0.000356721798279277,0.00117262382245471
"PTP4A1","Protein tyrosine phosphatase type IVA 1",0.34,"Non-significant",3.021,5.36633123253647,0.000295466248442937,18.14,5,0.000953777300620216,7.84995861090344e-05,0.000344315827284771
"GALNT2","Polypeptide N-acetylgalactosaminyltransferase 2",-0.25,"Non-significant",3.014,-5.35604336998561,0.00029988643502941,19.96,19,0.000967518013123783,0.00125313735611983,0.00341224746256835
"UBE2V1","Ubiquitin-conjugating enzyme E2 variant 1",1.18,"Up in X3H",3.013,5.35310613707414,0.00030116134271371,20.98,3,0.000971101724706825,0.0003814349650809,0.00123804206713312
"GAK","Cyclin-G-associated kinase",0.56,"Up in X3H",3.011,5.35002927894615,0.000302503065984948,17.2,9,0.000974896863525564,0.000538512678634037,0.00165317603486708
"ARRDC1","Arrestin domain-containing protein 1",-0.81,"Up in X1H",3.01,-5.34734351287701,0.000303679465665301,16.11,2,0.000978155361100484,0.000131080679960112,0.000518149204453735
"ACOT8","Acyl-coenzyme A thioesterase 8",0.35,"Non-significant",3.009,5.34635257975909,0.00030411474021358,19.35,9,0.000978834014081495,0.000523122317435322,0.00161214310013792
"MEMO1","Protein MEMO1",0.81,"Up in X3H",3.009,5.34611086546042,0.000304221016037835,17.22,3,0.000978834014081495,0.000241424756744128,0.000850810176089938
"STXBP3","Syntaxin-binding protein 3",0.36,"Non-significant",3.009,5.34474234781312,0.000304823468103677,17.89,11,0.000980239380852967,0.000643613908407988,0.00193411046015747
"SLC4A2","Anion exchange protein 2",-1.23,"Up in X1H",3.008,-5.3425997100886,0.000305769265924083,16.15,3,0.000982746738985768,0.000399168528913935,0.0012843285402848
"RNMT","mRNA cap guanine-N7 methyltransferase",0.29,"Non-significant",3.006,5.33959713541288,0.000307099932282436,19.14,16,0.000986487676066869,0.000959815178386297,0.0027043935288151
"BCAS2","Pre-mRNA-splicing factor SPF27",-0.42,"Up in X1H",3.003,-5.33361425850693,0.000309769869972851,19.5,6,0.000993984989495315,0.000299502329332663,0.00101848004750653
"ENO1","Alpha-enolase;Alpha-enolase;Alpha-enolase;Gamma-enolase",0.61,"Up in X3H",3.003,5.3337695925509,0.000309700237509119,21.41,1,0.000993984989495315,4.36680125872151e-06,3.30169063262649e-05
"B3GAT3","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3",-0.61,"Up in X1H",2.999,-5.32808839195275,0.000312257890524409,17.84,6,0.00100142544077665,0.000428108196663607,0.00135842699479067
"RPP40","Ribonuclease P protein subunit p40",-1.19,"Up in X1H",2.997,-5.32446724483999,0.000313899880175012,15.47,2,0.00100614604062597,0.000323079832937054,0.00108003580310088
"NDUFA8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8",0.36,"Non-significant",2.996,5.32165169685914,0.000315182946369521,19.28,10,0.00100971169121194,0.000607364978148614,0.00183814997223474
"SLCO2B1","Solute carrier organic anion transporter family member 2B1",0.9,"Up in X3H",2.994,5.31794394961012,0.000316881144488911,16.98,4,0.00101460266879918,0.000401262329407201,0.00129036369733827
"PPID","Peptidyl-prolyl cis-trans isomerase D",0.46,"Up in X3H",2.99,5.31226886923471,0.000319499356741189,19.5,15,0.00102243250072342,0.000714875110901537,0.00211026729183479
"CASP7","Caspase-7",1.65,"Up in X3H",2.989,5.31024083489604,0.0003204405894173,14.87,1,0.00102489025274712,0.000405707214288422,0.00130112172734124
"CYSTM1","Cysteine-rich and transmembrane domain-containing protein 1",-0.76,"Up in X1H",2.989,-5.30871010573038,0.00032115297789567,19.51,1,0.00102661381426725,6.31874505005726e-05,0.0002905051628686
"SAMD1","Atherin",-0.96,"Up in X1H",2.988,-5.30752501404396,0.000321705670912061,14.65,2,0.00102782529956083,0.000234204022310976,0.000830806474828564
"NHLRC2","NHL repeat-containing protein 2",1.17,"Up in X3H",2.987,5.30468840843142,0.000323032711770634,16.56,7,0.00103150812495782,0.000561843157906926,0.00171804959448852
"LRPAP1","Alpha-2-macroglobulin receptor-associated protein",0.21,"Non-significant",2.986,5.30423044403668,0.000323247507306652,20.24,28,0.00103163727116152,0.00208236157305678,0.00524535267253169
"ASGR2","Asialoglycoprotein receptor 2",0.43,"Up in X3H",2.984,5.30016259213634,0.000325162127056555,18.65,8,0.00103718830501005,0.000509090270326855,0.00157464042316989
"LYRM7","Complex III assembly factor LYRM7",-0.49,"Up in X1H",2.983,-5.29721187352027,0.000326558519409966,19.71,3,0.0010410812280974,2.78162220693206e-05,0.000147613081600152
"BLOC1S3","Biogenesis of lysosome-related organelles complex 1 subunit 3",1.41,"Up in X3H",2.981,5.29477286723454,0.000327717583013918,16.69,3,0.00104421375266201,0.000465177427151998,0.0014509514161615
"GSPT1","Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Eukaryotic peptide chain release factor GTP-binding subunit ERF3A",0.28,"Non-significant",2.981,5.29363232796194,0.00032826109598161,19.84,8,0.00104538261836555,0.000422822331999055,0.00134417601549369
"PSMG3","Proteasome assembly chaperone 3",1.06,"Up in X3H",2.979,5.29009649052818,0.000329952189725584,15.98,5,0.00104963822935821,0.000513029194316693,0.00158433911418156
"SOS1","Son of sevenless homolog 1",0.75,"Up in X3H",2.979,5.29023360905202,0.000329886436662145,16.27,5,0.00104963822935821,0.000437534889120313,0.00137780411864018
"ESYT2","Extended synaptotagmin-2",0.25,"Non-significant",2.975,5.28351339781807,0.000333125528233466,18.87,22,0.00105916375634466,0.00145745652441405,0.00387759453909978
"NMT1","Glycylpeptide N-tetradecanoyltransferase 1",0.29,"Non-significant",2.975,5.28251213586425,0.00033361102771496,19.19,10,0.00106013772878057,0.000663081101158559,0.00198054057322322
"MAN2C1","Alpha-mannosidase 2C1",0.85,"Up in X3H",2.973,5.28025350443669,0.000334708985739142,19.66,4,0.00106305586077214,0.000402158449089081,0.00129254293495931
"LMAN2L","VIP36-like protein",0.28,"Non-significant",2.973,5.27983005309313,0.000334915261445712,18.31,8,0.0010631403444068,0.000420837200398759,0.00134011659866513
"CSTF2","Cleavage stimulation factor subunit 2",-0.21,"Non-significant",2.971,-5.2759930200308,0.000336790591343383,19.8,9,0.00106852006915753,0.000524078175080794,0.00161424808014214
"WFS1","Wolframin",-0.27,"Non-significant",2.971,-5.27524052053108,0.000337159684397064,19.24,12,0.00106911782024514,0.000863112889890248,0.00247226506528965
"COX19","Cytochrome c oxidase assembly protein COX19",0.88,"Up in X3H",2.97,5.27269131606151,0.000338413254276559,15.96,1,0.00107251806403556,0.000142466242789321,0.000553858579884633
"ATG3","Ubiquitin-like-conjugating enzyme ATG3",0.5,"Up in X3H",2.969,5.27192730879524,0.000338789922588041,16.56,6,0.00107313702995366,0.000404794286493199,0.00129889793556413
"ARFIP1","Arfaptin-1",0.69,"Up in X3H",2.966,5.26690335297771,0.000341277989154781,18.04,5,0.00108043973345577,0.000428845731829817,0.00135842699479067
"SPCS2","Signal peptidase complex subunit 2",-0.3,"Non-significant",2.966,-5.26584266118251,0.000341805775798075,20.13,7,0.00108153196545305,0.000319588719827505,0.00107078508223066
"SLC27A4","Long-chain fatty acid transport protein 4",0.25,"Non-significant",2.965,5.26438020802983,0.00034253490273818,18.67,19,0.00108325976456537,0.00136203911837195,0.00366826830378099
"PCYT1A","Choline-phosphate cytidylyltransferase A",0.45,"Up in X3H",2.962,5.25913207335131,0.000345165132225867,19.31,11,0.00109099470479725,0.000679302536297415,0.00202221335497437
"APOH","Beta-2-glycoprotein 1",-0.66,"Up in X1H",2.96,-5.25527247218035,0.000347113215272371,18.19,4,0.0010965664147179,0.000313083883860068,0.00105436388207173
"NT5C3B","7-methylguanosine phosphate-specific 5'-nucleotidase",1.32,"Up in X3H",2.959,5.25290983982199,0.000348311509798168,15.02,2,0.00109976478307138,0.000403012301267861,0.00129458403181429
"HMGB3","High mobility group protein B3",0.47,"Up in X3H",2.958,5.25087823739699,0.000349345440596798,20.15,4,0.00110244105173934,0.00012936631378415,0.000513387309631666
"SMARCE1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1",-0.38,"Up in X1H",2.952,-5.24162939579715,0.000354093961126828,18.52,8,0.00111683047334085,0.000532085760143044,0.00163550724299553
"GIGYF2","GRB10-interacting GYF protein 2",0.33,"Non-significant",2.952,5.24099001408707,0.000354424766432599,18.04,7,0.00111727828608508,0.000384475758515361,0.00124586148035892
"EXOC3","Exocyst complex component 3",0.33,"Non-significant",2.949,5.23650507474691,0.000356754487325154,17.28,13,0.00112402358972467,0.00085391068720614,0.00245033440164827
"KDSR","3-ketodihydrosphingosine reductase",0.81,"Up in X3H",2.945,5.22879808194678,0.000360796164280545,16.76,3,0.00113615268975412,0.000297576858850686,0.00101368006552649
"EIF3G","Eukaryotic translation initiation factor 3 subunit G",0.39,"Up in X3H",2.944,5.228038556372,0.000361197108439047,19.78,12,0.00113681026097545,0.000767231984087392,0.00224294053846102
"ITPRID2","Protein ITPRID2",0.72,"Up in X3H",2.941,5.22317241175378,0.000363777190707492,16.89,12,0.00114432197629784,0.000686026095720678,0.00203821728228329
"GHDC","GH3 domain-containing protein",0.31,"Non-significant",2.939,5.21897416056479,0.000366018948489284,17.83,10,0.00115076201817805,0.000710601326062323,0.00210126339145965
"NADSYN1","Glutamine-dependent NAD(+) synthetase",0.31,"Non-significant",2.937,5.21448808543596,0.000368430692792183,17.41,7,0.00115732819170934,0.000366653545966655,0.00119886325074421
"SEPTIN7","Septin-7",0.23,"Non-significant",2.937,5.21436219498015,0.000368498616390131,19.85,18,0.00115732819170934,0.00158809249613107,0.00417262135861792
"FARSB","Phenylalanine--tRNA ligase beta subunit",0.24,"Non-significant",2.936,5.21370645788791,0.000368852632281591,20.12,21,0.00115782547756508,0.00159441405564751,0.00418737149013152
"LNPK","Endoplasmic reticulum junction formation protein lunapark",0.27,"Non-significant",2.936,5.21250100373079,0.000369504373316245,19.24,8,0.00115925629740839,0.000464534393730884,0.00144970991967597
"PTPN11","Tyrosine-protein phosphatase non-receptor type 11",0.46,"Up in X3H",2.934,5.20902875574061,0.000371388553746701,17.7,8,0.00116455011792222,0.000589146653106778,0.0017913570125554
"AIMP2","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2",0.3,"Non-significant",2.934,5.20816203998914,0.000371860464834459,20.35,6,0.00116541227247113,0.000179932034993047,0.000668834201456363
"MSI2","RNA-binding protein Musashi homolog 2",0.52,"Up in X3H",2.931,5.20334293344718,0.000374496072498772,18.44,5,0.0011730509586952,0.000351753835329557,0.00116044555450815
"DCAKD","Dephospho-CoA kinase domain-containing protein",0.32,"Non-significant",2.93,5.20190366678847,0.000375287077214722,18.22,7,0.00117428537063962,0.000386694532258919,0.00125099592530127
"TRA2B","Transformer-2 protein homolog beta",-0.29,"Non-significant",2.93,-5.20191946482433,0.000375278385126632,21.37,12,0.00117428537063962,0.000913307967461664,0.00259684922800128
"CMTM4","CKLF-like MARVEL transmembrane domain-containing protein 4",0.94,"Up in X3H",2.93,5.20074212484113,0.000375926746874465,15.42,1,0.00117566520150963,0.000199968031172016,0.000728578103722179
"CCT5","T-complex protein 1 subunit epsilon",0.2,"Non-significant",2.929,5.19923260252238,0.000376759789979385,21.15,25,0.00117764800703012,0.00246317944255392,0.00604505713877708
"PEX11B","Peroxisomal membrane protein 11B",0.5,"Up in X3H",2.927,5.19577666218563,0.000378674403281815,18.18,9,0.00118300762630332,0.000659840629881111,0.00197185707424572
"GK","Glycerol kinase;Glycerol kinase",-0.48,"Up in X1H",2.925,-5.19299208795606,0.000380224623717292,19.25,3,0.00118722379869932,3.12293884135213e-05,0.000162805542945203
"DTNBP1","Dysbindin",1.15,"Up in X3H",2.924,5.19086814681574,0.000381411607815415,15.15,1,0.00119030194274462,0.000323671240026865,0.00108140187873459
"STARD7","StAR-related lipid transfer protein 7, mitochondrial",-0.45,"Up in X1H",2.921,-5.18574197679024,0.000384292723475095,17.18,4,0.00119866106737066,0.000127326216580304,0.000508017008432678
"MYCBP2","E3 ubiquitin-protein ligase MYCBP2",0.79,"Up in X3H",2.92,5.18373756684068,0.00038542558692915,14.21,3,0.00120156122121169,0.000309051415235609,0.00104554443907896
"CALCOCO2","Calcium-binding and coiled-coil domain-containing protein 2",-0.47,"Up in X1H",2.918,-5.179460295483,0.000387854963624413,17.46,10,0.0012081863853484,0.00071578611707156,0.00211026729183479
"MON2","Protein MON2 homolog",0.32,"Non-significant",2.918,5.17927754650962,0.0003879591232317,17.32,9,0.0012081863853484,0.00065034783344236,0.00194939621604785
"CIAO2A","Cytosolic iron-sulfur assembly component 2A",0.81,"Up in X3H",2.915,5.17479847169026,0.000390521363145512,16.44,2,0.00121552598933824,0.000188500923732576,0.000692340140115241
"MGME1","Mitochondrial genome maintenance exonuclease 1",-0.3,"Non-significant",2.912,-5.17006313349714,0.000393249829863673,18.79,15,0.00122337499647916,0.00108044973748396,0.00299860276580329
"COMMD7","COMM domain-containing protein 7",1.08,"Up in X3H",2.912,5.16896911299926,0.00039388308213698,16.37,5,0.001224057876578,0.00061280710221565,0.00185282556147675
"VPS18","Vacuolar protein sorting-associated protein 18 homolog",0.5,"Up in X3H",2.912,5.16926569350315,0.000393711304993484,17.09,10,0.001224057876578,0.000722658845030481,0.00212734944579371
"ERAP1","Endoplasmic reticulum aminopeptidase 1",0.33,"Non-significant",2.912,5.1681178896319,0.000394376548089417,18.67,22,0.00122494804989243,0.00114453161038287,0.00316014630827599
"CSE1L","Exportin-2",0.31,"Non-significant",2.911,5.16674453918369,0.000395174088408103,21.18,41,0.00122678125976429,0.00137997731764127,0.00370814068505151
"HAT1","Histone acetyltransferase type B catalytic subunit",-0.43,"Up in X1H",2.908,-5.16167356967898,0.000398133861197833,18.33,6,0.00123532147703596,0.000417564857254345,0.00133121296356355
"FAHD2B","Fumarylacetoacetate hydrolase domain-containing protein 2B;Fumarylacetoacetate hydrolase domain-containing protein 2B;Fumarylacetoacetate hydrolase domain-containing protein 2A",1.62,"Up in X3H",2.905,5.15633283789089,0.00040127665484931,18.12,4,0.00124442031799967,0.000646087695849724,0.00194055883063087
"NOMO1","Nodal modulator 1",-0.19,"Non-significant",2.9,-5.14739683708716,0.000406594403915486,20.46,39,0.00126025096279095,0.00330626345725018,0.00785984768041354
"H1-10","Histone H1.10",0.27,"Non-significant",2.898,5.14536807355576,0.000407812138309142,20.19,7,0.00126336357192418,0.000336932024380474,0.0011181305598762
"H2AZ1","Histone H2A.Z",-0.31,"Non-significant",2.898,-5.14449495133591,0.000408337412607461,22.95,5,0.00126432886991018,7.96495022153948e-05,0.00034832675876459
"BUB3","Mitotic checkpoint protein BUB3",-0.22,"Non-significant",2.897,-5.14218894989808,0.000409728184038831,20.46,10,0.00126797158209088,0.000843676019526369,0.00242685027104401
"MAD1L1","Mitotic spindle assembly checkpoint protein MAD1",-0.2,"Non-significant",2.896,-5.1403741753969,0.000410826241780238,18.33,12,0.00127070510852779,0.00127538147417721,0.00346643646426576
"RPL27","60S ribosomal protein L27",-0.5,"Up in X1H",2.895,-5.13904760146929,0.000411630890273502,21.88,5,0.00127252872400643,0.000368987711156652,0.00120424726250078
"NDUFS4","NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",0.39,"Up in X3H",2.894,5.13683612919855,0.000412976020358435,20.07,6,0.00127602042426155,0.000381987286746692,0.00123915503052641
"NEK9","Serine/threonine-protein kinase Nek9",0.29,"Non-significant",2.894,5.1362142954391,0.000413355094622185,17.77,15,0.00127643492896656,0.00114515340069275,0.00316038837308722
"PPFIBP1","Liprin-beta-1;Liprin-beta-1;Liprin-beta-2",0.95,"Up in X3H",2.894,5.13573490252948,0.00041364758908375,16.23,3,0.00127643492896656,0.000435182484469879,0.00137258782548415
"PRKCA","Protein kinase C alpha type",-0.65,"Up in X1H",2.894,-5.13555511246108,0.000413757342193319,16.95,4,0.00127643492896656,0.000376224488534823,0.00122515924097597
"REXO4","RNA exonuclease 4",-0.56,"Up in X1H",2.894,-5.13506795310015,0.000414054885346592,17.24,7,0.00127668721031568,0.000625881069281959,0.00188561012573389
"TMEM63A","CSC1-like protein 1",0.59,"Up in X3H",2.892,5.13233130814811,0.000415730594840216,16.49,2,0.0012811864217029,3.27500182051541e-05,0.000169835107554686
"ADSL","Adenylosuccinate lyase",0.22,"Non-significant",2.892,5.13086517631221,0.000416631312431644,19.02,10,0.00128329384469445,0.000856698535116702,0.00245714262350244
"UPF1","Regulator of nonsense transcripts 1",0.21,"Non-significant",2.891,5.12942625987701,0.000417517332702658,20.16,36,0.00128535382809658,0.00259011440100267,0.00630947176234369
"DNAH8","Dynein heavy chain 8, axonemal",-2.04,"Up in X1H",2.889,-5.12534499173581,0.00042004133727502,15.93,1,0.00129245168624872,0.000603369334096805,0.00182896329398094
"TES","Testin",0.62,"Up in X3H",2.888,5.12432414059301,0.000420675207671637,18.47,6,0.00129372931590077,0.000584398999313217,0.00177783489919604
"MYG1","MYG1 exonuclease",0.48,"Up in X3H",2.888,5.12360085576149,0.000421124929092331,18.79,8,0.00129443958724121,0.000669677716822705,0.00199923463695255
"DDB1","DNA damage-binding protein 1",0.18,"Non-significant",2.886,5.12046170232258,0.000423082726020745,20.8,37,0.00129978218580724,0.00368437003974034,0.00865095933537444
"ILKAP","Integrin-linked kinase-associated serine/threonine phosphatase 2C",0.5,"Up in X3H",2.885,5.11804422556223,0.000424597044528946,18.21,8,0.00130332108821804,0.000681548982522018,0.00202751399174599
"RFC2","Replication factor C subunit 2",-0.64,"Up in X1H",2.885,-5.11791973363888,0.000424675183046202,18.86,9,0.00130332108821804,0.000740717875718159,0.00217510058095501
"PLA2G12B","Group XIIB secretory phospholipase A2-like protein",1.78,"Up in X3H",2.883,5.1147125136853,0.000426693515928372,16.19,1,0.00130883646124841,0.000572276467391416,0.00174544322554382
"MRPL14","39S ribosomal protein L14, mitochondrial",-0.3,"Non-significant",2.883,-5.11397347007529,0.000427160050296077,20.01,6,0.00130891041822987,0.000229895629800167,0.000818959928674044
"PFDN5","Prefoldin subunit 5",0.66,"Up in X3H",2.883,5.11427244565447,0.000426971251235954,18.05,7,0.00130891041822987,0.000672661264270946,0.00200510665022226
"GPAA1","Glycosylphosphatidylinositol anchor attachment 1 protein",0.54,"Up in X3H",2.883,5.11301002455519,0.000427769058628193,18.64,7,0.0013100980951879,0.000636904101149714,0.00191589301804924
"LZTFL1","Leucine zipper transcription factor-like protein 1",0.96,"Up in X3H",2.878,5.10516794425178,0.000432760702303632,15.35,5,0.00132469998734122,0.000647425217421144,0.00194358955427748
"NUP62","Nuclear pore glycoprotein p62",-0.19,"Non-significant",2.878,-5.10475229173409,0.000433026999576544,19.1,14,0.00132482976033837,0.00180856110249223,0.00464867769046331
"CIAO2B","Cytosolic iron-sulfur assembly component 2B",0.43,"Up in X3H",2.877,5.10307462902907,0.000434103608202675,17.78,4,0.00132743723500529,0.000121800974400718,0.000491607343471383
"LDLR","Low-density lipoprotein receptor",-0.4,"Up in X1H",2.876,-5.10128062760921,0.00043525803098213,18.37,13,0.00132959306624742,0.000935154278418446,0.0026475157250727
"NSUN4","5-methylcytosine rRNA methyltransferase NSUN4",0.26,"Non-significant",2.876,5.10132667445847,0.000435228359411847,18.91,10,0.00132959306624742,0.000852855668184524,0.00244968300419798
"MAOA","Amine oxidase [flavin-containing] A;Amine oxidase [flavin-containing] A;Amine oxidase [flavin-containing] B",0.55,"Up in X3H",2.874,5.09731015649874,0.000437824636902339,20.53,1,0.00133674322835456,1.85393961915172e-06,1.70868547142067e-05
"RPF2","Ribosome production factor 2 homolog",-0.62,"Up in X1H",2.872,-5.09435684998974,0.000439744178463331,18.63,8,0.00134191145124679,0.000729743765689432,0.00214713767358745
"GRB7","Growth factor receptor-bound protein 7",1.81,"Up in X3H",2.872,5.09300284858673,0.00044062722558821,16.15,9,0.00134391303804404,0.000776239469428249,0.00226145196484832
"MAPK1","Mitogen-activated protein kinase 3;Mitogen-activated protein kinase 1",0.34,"Non-significant",2.87,5.09080337053396,0.000442065701220849,19.12,14,0.00134760574658617,0.00104783394824451,0.00292629657405062
"CIAO1","Probable cytosolic iron-sulfur protein assembly protein CIAO1",0.62,"Up in X3H",2.87,5.09004589997619,0.000442562250180449,17.73,7,0.00134842473445814,0.000686180298514166,0.00203821728228329
"HSD17B7","3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7",0.53,"Up in X3H",2.87,5.08896760931313,0.000443270133302466,18.08,5,0.00134988645329423,0.000438784453714223,0.00138100404926971
"POR","NADPH--cytochrome P450 reductase",-0.15,"Non-significant",2.867,-5.0837660310474,0.000446701881565134,22.51,50,0.00135963736276795,0.00579700671919166,0.0127276025074052
"COMMD1","COMM domain-containing protein 1",1.55,"Up in X3H",2.866,5.08240053702721,0.000447607450108098,15.51,2,0.00136099346469148,0.000592213427169866,0.0017997569843678
"OARD1","ADP-ribose glycohydrolase OARD1",1.19,"Up in X3H",2.866,5.08253200098632,0.000447520180811665,15.38,1,0.00136099346469148,0.000413360893895581,0.00132208454550279
"C1QBP","Complement component 1 Q subcomponent-binding protein, mitochondrial",-0.24,"Non-significant",2.864,-5.07800522953444,0.000450535631901262,22.65,11,0.00136919328914215,0.00106199065319289,0.0029543012200011
"CHMP2B","Charged multivesicular body protein 2b",0.65,"Up in X3H",2.862,5.07603862473008,0.000451852397107075,17.15,1,0.00137249005835861,3.63911484404959e-05,0.00018691529975904
"TBCC","Tubulin-specific chaperone C",0.66,"Up in X3H",2.861,5.0740957703357,0.000453157285578464,16.99,6,0.00137574738777207,0.000650312040399061,0.00194939621604785
"CSNK1A1","Casein kinase I isoform alpha",-0.39,"Up in X1H",2.86,-5.07122299070649,0.00045509410401671,18.62,8,0.00138021107814807,0.000684309022762977,0.0020347017526073
"VPS50","Syndetin",0.65,"Up in X3H",2.86,5.07137565549224,0.000454990956431537,14.91,3,0.00138021107814807,0.000237622021810492,0.000839910097403036
"TBC1D17","TBC1 domain family member 17",0.76,"Up in X3H",2.86,5.07020037338156,0.000455785675328168,15.14,3,0.00138160032833851,0.000354960900462668,0.00116813328589411
"CEBPA","CCAAT/enhancer-binding protein alpha",-0.66,"Up in X1H",2.859,-5.06931831441962,0.00045638308949811,17.14,1,0.00138270288815172,4.31785836811578e-05,0.000212295984562791
"TRIM47","E3 ubiquitin-protein ligase TRIM47",0.54,"Up in X3H",2.859,5.06875279437175,0.000456766552122529,17.15,10,0.00138315644263511,0.000823516864446129,0.00237811092578221
"ARL2BP","ADP-ribosylation factor-like protein 2-binding protein",1.06,"Up in X3H",2.859,5.06766271234031,0.000457506673404021,18.07,5,0.00138468899566833,0.000704836716892105,0.0020863025782144
"ZPR1","Zinc finger protein ZPR1",0.64,"Up in X3H",2.858,5.06671844416886,0.000458148825379903,16.87,7,0.00138592361951579,0.000714513859989219,0.00211026729183479
"KDM4B","Lysine-specific demethylase 4B",0.83,"Up in X3H",2.858,5.06574871233019,0.000458809293136522,16.3,6,0.00138721235947307,0.000709805475798586,0.00209995950015012
"CASK","Peripheral plasma membrane protein CASK",0.3,"Non-significant",2.858,5.06513967964162,0.000459224613202629,17.75,15,0.00138775895624104,0.00123135143378733,0.00336531474998596
"PPOX","Protoporphyrinogen oxidase",0.26,"Non-significant",2.857,5.06389362541037,0.000460075587924795,18.29,9,0.00138962085439051,0.00074137531562443,0.00217595126118539
"TTC7A","Tetratricopeptide repeat protein 7A",0.35,"Non-significant",2.857,5.06296102115253,0.000460713595238839,16.86,6,0.00139083793011643,0.0003656797648129,0.00119724335304624
"ACIN1","Apoptotic chromatin condensation inducer in the nucleus",-0.23,"Non-significant",2.855,-5.06010611349924,0.000462672540132636,19.95,29,0.00139603947983927,0.00212173838436764,0.00533092400012881
"EIF1AY","Eukaryotic translation initiation factor 1A, Y-chromosomal",0.6,"Up in X3H",2.853,5.05702682429161,0.000464795395229917,19.27,8,0.00140173004769389,0.000765706507004557,0.00223958744535144
"HNRNPA0","Heterogeneous nuclear ribonucleoprotein A0",-0.28,"Non-significant",2.853,-5.05608555408214,0.000465446372732411,22.63,12,0.00140297819024843,0.00111202514857956,0.00307757380923539
"PRKCD","Protein kinase C delta type",0.99,"Up in X3H",2.85,5.05070205445578,0.000469188275791263,17.36,9,0.00141353718322653,0.00081909499987914,0.00236765271826325
"OCLN","Occludin",1.6,"Up in X3H",2.848,5.04780376162408,0.000471216041542979,17.93,7,0.0014182020945116,0.000811952179829573,0.00235390546205369
"UFD1","Ubiquitin recognition factor in ER-associated degradation protein 1",0.37,"Non-significant",2.848,5.04811734315901,0.00047099619741773,18.4,8,0.0014182020945116,0.000695915664247026,0.00206402655907251
"GCDH","Glutaryl-CoA dehydrogenase, mitochondrial",0.75,"Up in X3H",2.847,5.04573285485884,0.000472670648266391,17.08,4,0.00142185674925889,0.00052015709452484,0.0016046765006796
"FADS2","Acyl-CoA 6-desaturase",-0.57,"Up in X1H",2.847,-5.04464270517299,0.000473438290429433,17.84,5,0.00142344225836939,0.00051148178482481,0.00158121093041191
"CTR9","RNA polymerase-associated protein CTR9 homolog",-0.26,"Non-significant",2.845,-5.04195416095038,0.000475337140546912,18.93,13,0.00142770043686095,0.00125257102328283,0.00341224746256835
"RCC1","Regulator of chromosome condensation",-0.25,"Non-significant",2.845,-5.04207340759909,0.000475252748068555,21.4,12,0.00142770043686095,0.0011963557278043,0.00328179733028188
"TAX1BP3","Tax1-binding protein 3",1.08,"Up in X3H",2.845,5.04152072679669,0.000475644022219671,18.02,2,0.0014278973513312,0.000449437753315401,0.0014107815312293
"AGPS","Alkyldihydroxyacetonephosphate synthase, peroxisomal",0.57,"Up in X3H",2.841,5.03454258150702,0.000480613857170276,16.28,6,0.00144208529050534,0.000640153778071163,0.00192468999230034
"SLIRP","SRA stem-loop-interacting RNA-binding protein, mitochondrial",-0.19,"Non-significant",2.841,-5.03389764461878,0.000481075963937266,22.42,13,0.00144274023244643,0.00178414353920388,0.004601908161059
"IGF2","Insulin-like growth factor II",-1.15,"Up in X1H",2.837,-5.02801616214254,0.000485312022890587,16.63,2,0.00145470680822878,0.000501790507919158,0.00155531400490186
"APOM","Apolipoprotein M",0.88,"Up in X3H",2.834,5.02153977194411,0.000490022530396659,20.5,8,0.0014669788069238,0.000832732876913544,0.00239887070725289
"CACTIN","Cactin",-0.54,"Up in X1H",2.834,-5.02136554214143,0.000490149924165684,16.35,3,0.0014669788069238,0.000127017487518372,0.000507127175199869
"MARCKS","Myristoylated alanine-rich C-kinase substrate",0.61,"Up in X3H",2.834,5.02161641947541,0.000489966498231995,21.6,7,0.0014669788069238,0.000754501569536076,0.00220899841016574
