"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"MTERF3","Transcription termination factor 3, mitochondrial",-0.59,"Up in X3",3.248,-6.35370479888412,6.97510443236891e-05,17.51,8,0.000564592242494211,0.000135430382452368,0.0010902606434975
"GEMIN8","Gem-associated protein 8",-2.03,"Up in X3",3.248,-6.35171793608743,6.99353124523492e-05,15.46,1,0.000565310442323156,8.94733745184293e-05,0.000844360378031174
"CASP3","Caspase-3",-0.62,"Up in X3",3.244,-6.34490901002446,7.05707726941005e-05,19.73,5,0.000569668843152787,7.52260079368837e-05,0.000741483759489927
"CCAR1","Cell division cycle and apoptosis regulator protein 1",-0.37,"Non-significant",3.241,-6.33782920864537,7.12380975096213e-05,19.29,16,0.000573826453644139,0.000271800968369082,0.00173171986428633
"GMPS","GMP synthase [glutamine-hydrolyzing]",-0.59,"Up in X3",3.241,-6.33738938291042,7.1279777493399e-05,19.84,24,0.000573826453644139,0.000204319413014342,0.00143411383962735
"PGPEP1","Pyroglutamyl-peptidase 1",1.2,"Up in X5",3.24,6.33495103506038,7.15113227276951e-05,15.99,2,0.000574908283396429,5.65687444654374e-05,0.000619912487806043
"ILF3","Interleukin enhancer-binding factor 3;Interleukin enhancer-binding factor 3;Spermatid perinuclear RNA-binding protein",-0.68,"Up in X3",3.24,-6.33318448031385,7.16795793278361e-05,19.16,4,0.000575479064969886,5.35441241224908e-05,0.000598904692689561
"ARSB","Arylsulfatase B",0.31,"Non-significant",3.24,6.33211397751592,7.17817469587586e-05,20.54,16,0.000575518423787229,0.000350620410001689,0.00208924568578046
"UGDH","UDP-glucose 6-dehydrogenase",-0.3,"Non-significant",3.237,-6.32632481491137,7.23369759957506e-05,24.32,36,0.000579185232702106,0.000534025564892623,0.00281373932989283
"DNAJA3","DnaJ homolog subfamily A member 3, mitochondrial",0.41,"Up in X5",3.237,6.32363299735081,7.25967136574902e-05,20.24,12,0.000579331912228841,0.000212597651181403,0.00146784165932364
"HARS1","Histidine--tRNA ligase, cytoplasmic;Histidine--tRNA ligase, cytoplasmic;Histidine--tRNA ligase, mitochondrial",-0.44,"Up in X3",3.237,-6.32413545617826,7.25481546701314e-05,19.78,6,0.000579331912228841,7.16814857291089e-05,0.000722554260748104
"HTRA2","Serine protease HTRA2, mitochondrial",0.42,"Up in X5",3.237,6.32309211885643,7.26490246533379e-05,20.03,13,0.000579331912228841,0.000221805535932484,0.0015068006384759
"AGXT","Serine--pyruvate aminotransferase",-0.56,"Up in X3",3.235,-6.31825467406226,7.31186822251159e-05,18.11,9,0.00058229238590311,0.000154633619088187,0.00120390411071684
"TRA2B","Transformer-2 protein homolog beta",-0.28,"Non-significant",3.235,-6.3167716618089,7.32633172910193e-05,20.93,12,0.000582660011305055,0.000301532659379975,0.00186433515731589
"PRXL2A","Peroxiredoxin-like 2A",0.43,"Up in X5",3.23,6.30754772568156,7.41698373953706e-05,21.84,11,0.000589077755528064,0.000197080571769019,0.00140159344129481
"GLRX3","Glutaredoxin-3",-0.48,"Up in X3",3.228,-6.30318870977882,7.46024235418901e-05,20.57,13,0.000590927095177194,0.000205820913621514,0.00143981464513542
"MBLAC2","Metallo-beta-lactamase domain-containing protein 2",0.56,"Up in X5",3.228,6.30375033249823,7.45465366553976e-05,17.04,9,0.000590927095177194,0.000157482188585342,0.00121647795020818
"SSRP1","FACT complex subunit SSRP1",-0.36,"Non-significant",3.227,-6.30009977372482,7.49106080911567e-05,20.21,20,0.000592574957320019,0.000333984671233605,0.00200832042651346
"ITGAV","Integrin alpha-V",-0.67,"Up in X3",3.222,-6.29072574806666,7.5854260513334e-05,18.05,22,0.000599238530650731,0.000198462566659036,0.00140325843756598
"CLGN","Calmegin",0.56,"Up in X5",3.22,6.2844005515653,7.64982071240234e-05,18.3,10,0.000602716233758784,0.000172746688800815,0.00129058353236669
"RRS1","Ribosome biogenesis regulatory protein homolog",-0.32,"Non-significant",3.22,-6.28448510934816,7.64895599661835e-05,19.78,8,0.000602716233758784,0.000129019223865941,0.00106770174491577
"CADM4","Cell adhesion molecule 4",-0.37,"Non-significant",3.22,-6.28314049895903,7.66271887362817e-05,17.07,6,0.000602929622011408,5.31640590316876e-05,0.000598904692689561
"S100A1","Protein S100-A1",1.28,"Up in X5",3.219,6.28038457774391,7.69101054047239e-05,16.66,3,0.00060435205003951,9.95585328179795e-05,0.000906288982590746
"ATP6V1B1","V-type proton ATPase subunit B, kidney isoform;V-type proton ATPase subunit B, brain isoform",-0.36,"Non-significant",3.219,-6.27755429000425,7.72018244484725e-05,19.74,5,0.00060436832582193,1.48879325834042e-05,0.0002929709018212
"CTSH","Pro-cathepsin H",0.38,"Non-significant",3.219,6.27852606000177,7.71015299291258e-05,20.31,11,0.00060436832582193,0.000217215651072952,0.00148868011022691
"TMEM165","Transmembrane protein 165",-0.92,"Up in X3",3.219,-6.27739188438407,7.72185996825045e-05,17.07,2,0.00060436832582193,2.6396530824972e-05,0.000401512269643598
"NKRF","NF-kappa-B-repressing factor",-0.75,"Up in X3",3.218,-6.27533896854242,7.74309877263559e-05,16.98,6,0.000605230058621992,0.000125507351573925,0.00104890819104932
"EIF5A","Eukaryotic translation initiation factor 5A-1",-0.47,"Up in X3",3.212,-6.26209279205874,7.88165683458619e-05,21.67,12,0.000614436936630388,0.000208955563045157,0.00145116204992746
"GATA4","Transcription factor GATA-4",-1.33,"Up in X3",3.212,-6.26258962213746,7.87641208945501e-05,15.25,1,0.000614436936630388,4.97788185549976e-05,0.000574154521227916
"SDR39U1","Epimerase family protein SDR39U1",0.68,"Up in X5",3.201,6.24259443252057,8.09048061155719e-05,17.75,6,0.000629886497086631,0.000124663858012602,0.00104333245807718
"FCF1","rRNA-processing protein FCF1 homolog",-1.78,"Up in X3",3.198,-6.23607152691002,8.16165963210269e-05,17.37,2,0.000634593167452715,0.000112494890634727,0.000981758507206014
"DDX46","Probable ATP-dependent RNA helicase DDX46",-0.31,"Non-significant",3.192,-6.22628708564017,8.26969276029386e-05,19.05,21,0.000642149239667438,0.000441165552821156,0.00247123913633585
"ANAPC7","Anaphase-promoting complex subunit 7",-0.37,"Non-significant",3.192,-6.22500571679328,8.28395407614429e-05,17.32,9,0.000642413581501255,0.000180825058488826,0.00132989440157375
"EIF3D","Eukaryotic translation initiation factor 3 subunit D",-0.39,"Up in X3",3.192,-6.22296286294197,8.30674516503775e-05,19.97,14,0.000643337842166601,0.000273919671558281,0.00173961821926509
"RPS2","40S ribosomal protein S2",-0.42,"Up in X3",3.191,-6.22071670690127,8.33188212188207e-05,22.19,17,0.000644441130917336,0.000281715443540782,0.00177708985013945
"SPRY4","Protein sprouty homolog 4",-0.87,"Up in X3",3.188,-6.21357000291873,8.41240639294993e-05,17.73,3,0.000649263065555753,6.01391153812459e-05,0.000645388156009378
"WDR61","WD repeat-containing protein 61",-0.38,"Non-significant",3.188,-6.21323778463738,8.41616987123986e-05,18.27,9,0.000649263065555753,0.000183177783447994,0.00133480658209579
"CSTB","Cystatin-B",0.56,"Up in X5",3.186,6.20888668906456,8.4656277325923e-05,21.1,8,0.000652228115804019,0.000161429522935919,0.00123567721502177
"GALNT2","Polypeptide N-acetylgalactosaminyltransferase 2",-0.3,"Non-significant",3.183,-6.20327353696962,8.52989248030631e-05,19.77,19,0.000655954723523314,0.000459054330269563,0.00253615730364613
"NME1","Putative nucleoside diphosphate kinase;Nucleoside diphosphate kinase A",-0.49,"Up in X3",3.183,-6.20272772903605,8.53616929377982e-05,22.93,10,0.000655954723523314,0.000195871227703412,0.00139634946303746
"UTP4","U3 small nucleolar RNA-associated protein 4 homolog",-0.48,"Up in X3",3.18,-6.19571188331685,8.61729479389403e-05,18.11,10,0.000661329874130622,0.000198274721975239,0.00140325843756598
"ACLY","ATP-citrate synthase",-0.28,"Non-significant",3.178,-6.19149004642285,8.66651122945838e-05,21.62,40,0.000664245426744887,0.00067414584078959,0.00337416192030279
"UQCRFS1","Cytochrome b-c1 complex subunit Rieske, mitochondrial",0.35,"Non-significant",3.175,6.18660433291567,8.72384378432628e-05,21.85,15,0.000667774691744613,0.000331889516112164,0.00200271088148667
"LRRFIP1","Leucine-rich repeat flightless-interacting protein 1",-0.97,"Up in X3",3.172,-6.17876549097305,8.81668282708768e-05,17.22,12,0.000672272065565436,0.000188927318866006,0.00136660506812977
"SMG1","Serine/threonine-protein kinase SMG1",-0.64,"Up in X3",3.172,-6.17941884209486,8.80890452227876e-05,15.72,7,0.000672272065565436,0.000153897590542504,0.00120122004824325
"YIF1A","Protein YIF1A",0.94,"Up in X5",3.172,6.17892380044507,8.81479743764482e-05,16.35,3,0.000672272065565436,7.53137974401633e-05,0.000741483759489927
"ALYREF","THO complex subunit 4",-0.32,"Non-significant",3.172,-6.17714727541624,8.83597983778992e-05,21.33,8,0.000672703334926625,0.000149315742069393,0.0011733084273899
"DNAJA2","DnaJ homolog subfamily A member 2",-0.33,"Non-significant",3.172,-6.17638573377493,8.84507680535599e-05,19.98,14,0.000672703334926625,0.000336344349655791,0.00202045636234854
"HNRNPUL1","Heterogeneous nuclear ribonucleoprotein U-like protein 1",-0.34,"Non-significant",3.169,-6.16999158920921,8.92185554226091e-05,19.59,16,0.000676914066466992,0.000361447691001747,0.00213228912029645
"SERBP1","Plasminogen activator inhibitor 1 RNA-binding protein",-0.68,"Up in X3",3.169,-6.16987002511946,8.92332215386604e-05,20.36,17,0.000676914066466992,0.000218776132692179,0.00149307771296381
"RAB3B","Ras-related protein Rab-3B",-3.99,"Up in X3",3.167,-6.16473382844726,8.98552490405214e-05,15.43,1,0.000680759934152068,0.000162071101222843,0.00123579214682417
"DOCK6","Dedicator of cytokinesis protein 6;Dedicator of cytokinesis protein 6",-0.7,"Up in X3",3.159,-6.15002086720833,9.16629855678086e-05,16.54,5,0.000693567628650541,0.000115329607261905,0.000997531333485068
"GATAD2A","Transcriptional repressor p66-alpha;Transcriptional repressor p66-alpha;Transcriptional repressor p66-beta",-0.93,"Up in X3",3.158,-6.1467842829189,9.20658685129753e-05,16.64,1,0.000695549410046569,1.03055220353355e-05,0.000233631317559694
"STAMBP","STAM-binding protein",-1.17,"Up in X3",3.158,-6.14603023869904,9.21600029536099e-05,17.17,6,0.000695549410046569,0.000169228510911853,0.00127071713079369
"GMDS","GDP-mannose 4,6 dehydratase",-0.41,"Up in X3",3.156,-6.14241925693082,9.26122296556189e-05,19.69,14,0.000698072054614391,0.000282760307804293,0.00178178140711182
"RPL36AL","60S ribosomal protein L36a-like",-0.54,"Up in X3",3.155,-6.13808301043983,9.31584349453721e-05,20.88,5,0.000700501967320229,8.20363576670876e-05,0.000789283135473426
"TRIP13","Pachytene checkpoint protein 2 homolog",-1.91,"Up in X3",3.155,-6.13798058230195,9.31713787867196e-05,16.7,5,0.000700501967320229,0.000175926889383779,0.00131103199557156
"SEC13","Protein SEC13 homolog",-0.42,"Up in X3",3.154,-6.13635112105091,9.33775535222487e-05,20.14,7,0.000701161147450692,0.000133140010016067,0.00108350116436568
"H4C1","Histone H4",-0.28,"Non-significant",3.151,-6.13082938160994,9.40798640744531e-05,27.28,15,0.000705539360872673,0.000465968381948146,0.00256716472624504
"EIF6","Eukaryotic translation initiation factor 6",-0.3,"Non-significant",3.151,-6.12799391514748,9.44427079773278e-05,21.93,10,0.000706792858645512,0.000259833243735869,0.00168160255187032
"KIF4A","Chromosome-associated kinesin KIF4A",-2.19,"Up in X3",3.151,-6.1276570605491,9.44859136705426e-05,14.69,10,0.000706792858645512,0.000190203921384111,0.00137109933531734
"KRI1","Protein KRI1 homolog",-0.5,"Up in X3",3.15,-6.12603892811644,9.46937546403488e-05,17.86,9,0.000707453214907757,0.000197362943820696,0.00140191661294965
"SORT1","Sortilin",-0.38,"Up in X3",3.144,-6.11453444782401,9.6185664025568e-05,19.13,11,0.000717693031575392,0.00025897152418805,0.00168160255187032
"SF1","Splicing factor 1",-0.27,"Non-significant",3.14,-6.10647161909459,9.72462782704299e-05,19.23,9,0.000724692983030395,0.000223167799980734,0.00151085111268421
"LRPAP1","Alpha-2-macroglobulin receptor-associated protein",0.22,"Non-significant",3.139,6.10399936572061,9.75739957167347e-05,20.54,28,0.000726058447375269,0.00123359166201384,0.00525497614408633
"VAMP8","Vesicle-associated membrane protein 8",-0.49,"Up in X3",3.139,-6.10323977257714,9.76749237976533e-05,18.85,5,0.000726058447375269,6.91959888075412e-05,0.000704703383432395
"KIF21A","Kinesin-like protein KIF21A",-0.8,"Up in X3",3.138,-6.1007789505485,9.80026661458097e-05,15.74,8,0.000727580646906846,0.000190243798258498,0.00137109933531734
"DDX50","ATP-dependent RNA helicase DDX50;ATP-dependent RNA helicase DDX50;Nucleolar RNA helicase 2",-0.59,"Up in X3",3.137,-6.09869940528147,9.82805482702279e-05,19.98,3,0.000728729328464835,1.24590041112251e-05,0.000254419928529319
"CARM1","Histone-arginine methyltransferase CARM1",-0.34,"Non-significant",3.137,-6.09762172925991,9.84248866387236e-05,18.7,9,0.000728886175521061,0.000214729182424004,0.00147567081579887
"NUDCD1","NudC domain-containing protein 1",-0.58,"Up in X3",3.136,-6.09473078989078,9.88132085551122e-05,17.64,8,0.000730698973516632,0.000187111845556618,0.00135512948611812
"PCM1","Pericentriolar material 1 protein",-0.23,"Non-significant",3.136,-6.09396268006948,9.89166600957956e-05,17.66,19,0.000730698973516632,0.000880835992404908,0.00408776985651752
"PRKAR1A","cAMP-dependent protein kinase type I-alpha regulatory subunit",-0.61,"Up in X3",3.133,-6.08693705855685,9.98683031124036e-05,17.99,13,0.000736808914608594,0.000237273099191001,0.00158817299537687
"CRLF1","Cytokine receptor-like factor 1",-0.51,"Up in X3",3.131,-6.08185279401082,0.000100563106348035,17.34,13,0.00074029282879727,0.00025648701916842,0.0016695640180633
"TBC1D8B","TBC1 domain family member 8B",-0.74,"Up in X3",3.131,-6.08165133114218,0.000100590744355755,16.67,4,0.00074029282879727,9.44524185009733e-05,0.000872870995061829
"PPM1H","Protein phosphatase 1H",-0.75,"Up in X3",3.129,-6.07850313070692,0.000101023695392379,18,8,0.000742555534952431,0.000195086249571344,0.00139411272791502
"RPL17","60S ribosomal protein L17",-0.31,"Non-significant",3.122,-6.06507368717584,0.000102893133380168,22.67,7,0.000754839713709006,0.000110178936848163,0.000964391670607368
"TMEM30A","Cell cycle control protein 50A",-0.67,"Up in X3",3.122,-6.06466868753458,0.000102950084327052,19.45,7,0.000754839713709006,0.000180661892704935,0.00132989440157375
"VTA1","Vacuolar protein sorting-associated protein VTA1 homolog",-0.66,"Up in X3",3.122,-6.06347718243341,0.000103117829600868,19.26,3,0.000755133908104379,2.83223242663654e-05,0.000414809882881396
"ELP3","Elongator complex protein 3",-0.4,"Up in X3",3.115,-6.04923218978446,0.000105146161089757,18.28,15,0.000768086216256905,0.000330439388037543,0.00199919208488563
"NNT","NAD(P) transhydrogenase, mitochondrial",0.34,"Non-significant",3.115,6.05010449654306,0.000105020732250423,20.17,28,0.000768086216256905,0.000507519524335068,0.00273605404522327
"SIAE","Sialate O-acetylesterase",0.7,"Up in X5",3.115,6.04831288034692,0.000105278522321785,19.39,8,0.000768104829319362,0.000201651739871785,0.00141875546352122
"CD2AP","CD2-associated protein",-0.42,"Up in X3",3.113,-6.04454328568876,0.000105823136156222,18.31,12,0.00077112745891178,0.000283429609166285,0.00178409893344352
"ASPSCR1","Tether containing UBX domain for GLUT4",-0.41,"Up in X3",3.111,-6.03991685164309,0.000106495674975809,18.85,18,0.000775073688600073,0.000356398350167718,0.00210670233560678
"CTNNBL1","Beta-catenin-like protein 1",-0.28,"Non-significant",3.11,-6.03737440378421,0.000106867217637638,18.89,11,0.000776375708786402,0.000353120513457732,0.00209570118167442
"TOR1AIP2","Torsin-1A-interacting protein 2",-0.41,"Up in X3",3.11,-6.03689797433879,0.000106936995548575,18.96,9,0.000776375708786402,0.000224939599300405,0.00151936941673573
"C1orf198","Uncharacterized protein C1orf198",-1.47,"Up in X3",3.11,-6.03531454984673,0.000107169255308157,15.19,1,0.000776515510414522,9.13838458474129e-05,0.000851524749415972
"FAM207A","Protein FAM207A",-0.82,"Up in X3",3.11,-6.03497779434042,0.000107218720974931,16.79,6,0.000776515510414522,0.000178475622796777,0.00132335872191545
"GRSF1","G-rich sequence factor 1",-0.82,"Up in X3",3.102,-6.02037794163909,0.000109386994044743,20.3,7,0.000791250420247851,0.000199550343501957,0.00140899687649293
"AAAS","Aladin",-0.5,"Up in X3",3.099,-6.01573426447944,0.000110086459968569,17.86,10,0.000795337708954854,0.000243845076180637,0.00161752389659286
"SF3A1","Splicing factor 3A subunit 1",-0.24,"Non-significant",3.098,-6.01170441859529,0.000110697352959653,20.45,28,0.00079877589934423,0.00100700194814743,0.00451290833353746
"AHSA1","Activator of 90 kDa heat shock protein ATPase homolog 1",-0.53,"Up in X3",3.097,-6.00919164546517,0.000111080108573646,20.56,14,0.000800561513313352,0.000280825086694371,0.00177377087957487
"RPL18","60S ribosomal protein L18",-0.3,"Non-significant",3.096,-6.00695103198281,0.000111422604545848,22.42,9,0.000802052981870784,0.000244341717172394,0.00161900329284329
"COG2","Conserved oligomeric Golgi complex subunit 2",0.37,"Non-significant",3.092,5.9987286747952,0.000112689191601454,18.04,17,0.000809201391633259,0.000406325264540388,0.00232374378333404
"RNF185","E3 ubiquitin-protein ligase RNF185",-2.82,"Up in X3",3.092,-5.99920985970157,0.000112614645373886,15.18,1,0.000809201391633259,0.000180843951812567,0.00132989440157375
"FAM107B","Protein FAM107B",-1.82,"Up in X3",3.09,-5.99388552019676,0.000113442456440224,14.65,2,0.000813623048190065,0.000160693531514817,0.00123239476421235
"CCDC25","Coiled-coil domain-containing protein 25",-1.32,"Up in X3",3.089,-5.99263251799749,0.000113638215841532,16.38,1,0.000814040342777657,7.82591998094569e-05,0.000762011344354084
"IMPDH1","Inosine-5'-monophosphate dehydrogenase 2;Inosine-5'-monophosphate dehydrogenase 1",-0.8,"Up in X3",3.086,-5.98539951201761,0.000114775346505393,18.13,5,0.000820200151295179,0.000162011166635091,0.00123579214682417
"NQO1","NAD(P)H dehydrogenase [quinone] 1",-0.43,"Up in X3",3.086,-5.98615747334765,0.000114655614149759,22.92,12,0.000820200151295179,0.000301496660389164,0.00186433515731589
"KATNA1","Katanin p60 ATPase-containing subunit A1",-1.31,"Up in X3",3.084,-5.98106699115544,0.000115462316413965,15.26,3,0.000824114024392559,0.00015507320405741,0.00120574001104822
"HNRNPD","Heterogeneous nuclear ribonucleoprotein D-like;Heterogeneous nuclear ribonucleoprotein D0",-0.29,"Non-significant",3.082,-5.97738611862906,0.000116049423290391,21.94,9,0.00082730655133644,0.000255787831913098,0.00166685527646272
"ILK","Integrin-linked protein kinase",-1.1,"Up in X3",3.079,-5.96997605609776,0.000117241071195081,16.14,3,0.000833792570025596,0.000132284263906156,0.00108111324521095
"MT-CO2","Cytochrome c oxidase subunit 2",0.4,"Up in X5",3.079,5.97023816243803,0.000117198697599284,23.53,5,0.000833792570025596,4.63476319187653e-05,0.000551836327922247
"CNPY4","Protein canopy homolog 4",0.46,"Up in X5",3.079,5.9678023295191,0.000117593121573133,16.89,6,0.000834290767803631,0.000131211380917414,0.0010768068528271
"MTRF1","Peptide chain release factor 1, mitochondrial",0.96,"Up in X5",3.079,5.96853023151798,0.00011747510668713,17.09,5,0.000834290767803631,0.000184941872862774,0.00134420511207087
"APOOL","MICOS complex subunit MIC27",0.61,"Up in X5",3.079,5.96604656944248,0.000117878306497069,17.98,5,0.000834313324812391,0.000130241107983899,0.00107480702362724
"EARS2","Probable glutamate--tRNA ligase, mitochondrial",0.34,"Non-significant",3.079,5.96673644034299,0.000117766163707839,19.14,12,0.000834313324812391,0.00036440234748803,0.0021439531386381
"ENTPD6","Ectonucleoside triphosphate diphosphohydrolase 6",-0.47,"Up in X3",3.078,-5.9637804718576,0.000118247480867053,17.22,9,0.000835926337264461,0.000242487728939777,0.00161213471026591
"MCF2","Proto-oncogene DBL",-1.12,"Up in X3",3.076,-5.95923709932861,0.000118991388577632,15.74,1,0.000840181439396004,4.88670235904486e-05,0.000566953291342519
"NCOA4","Nuclear receptor coactivator 4",-1.97,"Up in X3",3.075,-5.95707948829336,0.000119346419469226,15.21,4,0.000841683866507045,0.0002139723731273,0.0014738935178047
"NOL7","Nucleolar protein 7",-0.47,"Up in X3",3.073,-5.95257273305695,0.000120091665137052,19.03,7,0.000845931407876118,0.000184136674520878,0.00134014354629771
"ACACA","Acetyl-CoA carboxylase 1",-0.33,"Non-significant",3.067,-5.94172355980797,0.000121906235983381,18.97,47,0.000857692269100675,0.000633525779217706,0.00322874421673658
"EIF2D","Eukaryotic translation initiation factor 2D",-0.71,"Up in X3",3.066,-5.93956752719395,0.000122270329025803,17.31,12,0.000859232229032869,0.000266530843884053,0.0017049329764994
"ETFRF1","Electron transfer flavoprotein regulatory factor 1",2.1,"Up in X5",3.064,5.93615499481638,0.000122848993241373,14.86,1,0.000862246591678217,0.00016647990523025,0.00125806079086512
"HTATSF1","HIV Tat-specific factor 1",-0.88,"Up in X3",3.064,-5.93532178833513,0.000122990725600205,18.26,8,0.000862246591678217,0.000235855543256348,0.00158200083664766
"COX6C","Cytochrome c oxidase subunit 6C",0.48,"Up in X5",3.061,5.92654218634979,0.0001244948731264,22.44,5,0.000869700312029406,9.05167033650542e-05,0.000847720633024873
"CYFIP1","Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 1;Cytoplasmic FMR1-interacting protein 2",-0.43,"Up in X3",3.061,-5.9273551349636,0.000124354771774715,18.32,7,0.000869700312029406,0.00018081341736919,0.00132989440157375
"DDX42","ATP-dependent RNA helicase DDX42",-0.35,"Non-significant",3.061,-5.92742764203056,0.000124342284312129,19.24,24,0.000869700312029406,0.000521869617155092,0.00277190531840815
"CHMP3","Charged multivesicular body protein 3",-0.77,"Up in X3",3.06,-5.92469711848261,0.000124813474991333,17.34,3,0.000870897796608155,7.1285906725091e-05,0.000719793020635432
"MAN2B2","Epididymis-specific alpha-mannosidase",1.14,"Up in X5",3.06,5.92376922420721,0.000124974031580372,16.48,8,0.000870990983346364,0.000241385837930718,0.00160842342684241
"SSB","Lupus La protein",-0.37,"Non-significant",3.053,-5.91106734033274,0.000127194268701698,21.15,30,0.000885421750479937,0.00051271976484784,0.00274446578662948
"SCO1","Protein SCO1 homolog, mitochondrial",0.31,"Non-significant",3.052,5.90838272231743,0.000127668916757428,20.23,7,0.000887488225413023,0.000137651055438736,0.00110363319109892
"SPG21","Maspardin",-0.43,"Up in X3",3.052,-5.90769335409468,0.000127791104960604,17.33,9,0.000887488225413023,0.000262473412571,0.00168873144732949
"BUB3","Mitotic checkpoint protein BUB3",-0.38,"Up in X3",3.048,-5.90020296531348,0.000129126856874616,20.03,10,0.000895713496045843,0.000304206934679178,0.00187890650573768
"EIF3J","Eukaryotic translation initiation factor 3 subunit J",-0.53,"Up in X3",3.048,-5.8956412032658,0.000129947672755718,20.39,9,0.00089611873914891,0.000261972547245106,0.00168873144732949
"GFM2","Ribosome-releasing factor 2, mitochondrial",0.36,"Non-significant",3.048,5.89459390494504,0.0001301369050717,17.77,13,0.00089611873914891,0.000395154630537621,0.00227223513011769
"NLE1","Notchless protein homolog 1",-0.51,"Up in X3",3.048,-5.89577795315427,0.000129922985707861,17.72,9,0.00089611873914891,0.000262781430535397,0.00168873144732949
"P3H3","Prolyl 3-hydroxylase 3",0.83,"Up in X5",3.048,5.89881740963828,0.00012937557652043,16.54,8,0.00089611873914891,0.000246554673218108,0.00162638127249894
"PGP","Glycerol-3-phosphate phosphatase",-0.58,"Up in X3",3.048,-5.8954403492726,0.000129983941436398,19.31,8,0.00089611873914891,0.000241711092402771,0.00160877900309021
"TTYH3","Protein tweety homolog 3",-1.17,"Up in X3",3.048,-5.89399410151877,0.000130245414174085,17.7,1,0.00089611873914891,6.57859737361559e-05,0.00068053628106666
"XRCC5","X-ray repair cross-complementing protein 5",-0.24,"Non-significant",3.048,-5.89720439600761,0.000129665773567288,21.8,29,0.00089611873914891,0.00111222957220125,0.00488934797824279
"DHFR","Dihydrofolate reductase",-2.25,"Up in X3",3.047,-5.89156539656312,0.000130685777534709,15.01,2,0.00089810423423098,0.000207812330742258,0.0014465480207751
"RCN1","Reticulocalbin-1",0.34,"Non-significant",3.046,5.88887799911954,0.000131174905443419,19.44,15,0.00090041985557855,0.000462623042175487,0.00255348931021675
"CCDC124","Coiled-coil domain-containing protein 124",-0.61,"Up in X3",3.045,-5.88772198677921,0.000131385911838164,18.87,8,0.00090082322172238,0.000245203783851917,0.00162163755491455
"LIG1","DNA ligase 1",-1.91,"Up in X3",3.045,-5.88571801776768,0.000131752557269799,14.8,8,0.000902291529358103,0.000255430059232617,0.00166685527646272
"NELFE","Negative elongation factor E",-0.58,"Up in X3",3.04,-5.87689420973381,0.000133380044411468,16.75,7,0.000912381182407697,0.000223059598773442,0.00151085111268421
"NAA50","N-alpha-acetyltransferase 50",-0.64,"Up in X3",3.037,-5.87152521856411,0.000134380842593854,17.77,5,0.000918165641602578,0.000157175876631098,0.00121569890460942
"JPT2","Jupiter microtubule associated homolog 2",-0.95,"Up in X3",3.036,-5.86915215752595,0.000134825749549934,18.97,4,0.000919710805623877,0.000177278974640272,0.001317788558978
"TP53BP1","TP53-binding protein 1",-0.38,"Up in X3",3.036,-5.86866190189606,0.000134917860280805,16.98,7,0.000919710805623877,0.000181947781724224,0.00132989440157375
"ECI2","Enoyl-CoA delta isomerase 2",0.31,"Non-significant",3.032,5.86018890209469,0.000136520486930469,20.63,17,0.000929564696395381,0.000578299499374109,0.00298586224938622
"ATXN2L","Ataxin-2-like protein",-0.38,"Non-significant",3.031,-5.85827101897184,0.000136886067369938,20.72,19,0.000930982598422903,0.000477343066749455,0.00262007321517303
"WDR77","Methylosome protein 50",-0.44,"Up in X3",3.031,-5.85741802085038,0.000137048999714943,19.74,11,0.000931020587041697,0.000326894704027628,0.00198995469519699
"DBT","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial",0.55,"Up in X5",3.028,5.84991594102383,0.00013849096028201,18.57,12,0.00093738793211829,0.000318540338002967,0.00194711072310285
"HSDL2","Hydroxysteroid dehydrogenase-like protein 2",0.32,"Non-significant",3.028,5.84943427611786,0.00013858409356508,20.7,20,0.00093738793211829,0.000598323636493847,0.00307049519265749
"MOB4","MOB-like protein phocein",-0.88,"Up in X3",3.028,-5.85052042833068,0.000138374173254816,18.31,5,0.00093738793211829,0.000208046707060945,0.0014465480207751
"RPLP0","60S acidic ribosomal protein P0;60S acidic ribosomal protein P0",-0.33,"Non-significant",3.028,-5.84924875531067,0.000138619983201539,21.74,9,0.00093738793211829,0.000292204162655781,0.00182858924305737
"PSAP","Prosaposin",-0.43,"Up in X3",3.026,-5.84476544717219,0.000139490327990614,21.83,20,0.000942196656073586,0.000434865657243417,0.00244358983277236
"COX4I1","Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",0.45,"Up in X5",3.024,5.83924818761451,0.000140569433135788,22.92,6,0.000947322705995966,0.000156194564487695,0.00121127554138099
"SMARCC2","SWI/SNF complex subunit SMARCC2;SWI/SNF complex subunit SMARCC2;SWI/SNF complex subunit SMARCC1",-0.52,"Up in X3",3.024,-5.8397848507355,0.000140464077312802,18.19,5,0.000947322705995966,0.000124625744507788,0.00104333245807718
"USP7","Ubiquitin carboxyl-terminal hydrolase 7",-0.28,"Non-significant",3.02,-5.83296874156498,0.000141808498830258,20.07,43,0.000954585765163409,0.000914713507809526,0.00418960369279942
